"id_rest","street_num","street_name","city","county_name","lat","lng"
2330,795,"e el camino real","sunnyvale","Santa Clara",37.35646,-122.01749
2331,921,"e duane ave","sunnyvale","Santa Clara",37.38854,-122.0039
2332,1772,"kimberly dr","sunnyvale","Santa Clara",37.33509,-122.05297
2333,4906,"lowry rd","union city","Alameda",37.56762,-122.06904
2334,2649,"decoto rd","union city","Alameda",37.58277,-122.02358
2335,1854,"whipple rd","union city","Alameda",37.6059151,-122.0538081
2336,4467,"lisa dr","union city","Alameda",37.58533,-122.07463
2337,4601,"korbel st","union city","Alameda",37.57405,-122.06552
2338,34200,"alvarado niles rd","union city","Alameda",37.58835,-122.02473
2339,4608,"rochelle dr","union city","Alameda",37.582,-122.07685
2340,300,"virginia st","vallejo","Solano",38.10233,-122.25802
2341,1500,"benicia rd","vallejo","Solano",38.08414,-122.19859
2342,2632,"sonoma blvd","vallejo","Solano",38.1106441,-122.2545851
2343,3845,"broadway","vallejo","Solano",38.13461,-122.25235
2344,512,"sacramento st","vallejo","Solano",38.1012477,-122.2581123
2345,744,"tennessee st","vallejo","Solano",38.1100549,-122.2501392
2346,415,"virginia st","vallejo","Solano",38.1018,-122.25606
2347,504,"broadway","vallejo","Solano",38.1115055,-122.2483836
2348,1030,"tennessee st","vallejo","Solano",NA,NA
2349,101,"s kelly rd","vallejo","Solano",38.10095,-122.25495
2350,475,"redwood st ste 10","vallejo","Solano",38.1218,-122.25713
2351,1510,"marine world pky","vallejo","Solano",38.1363617,-122.2576037
2352,1801,"solano ave","vallejo","Solano",38.1028,-122.23597
2353,1836,"tuolumne st","vallejo","Solano",38.12531,-122.23788
2354,1815,"ygnacio valley rd ste f","walnut creek","Contra Costa",37.91808,-122.03723
2355,100,"pringle ave ste 120","walnut creek","Contra Costa",37.90831,-122.06749
2356,1333,"n california blvd ste 180","walnut creek","Contra Costa",37.89825,-122.06372
2357,1534,"locust st","walnut creek","Contra Costa",37.90039,-122.0621
2358,2121,"n california blvd ste 200","walnut creek","Contra Costa",37.90874,-122.06655
2359,44,"broadway","walnut creek","Contra Costa",37.8967299,-122.0581805
2360,575,"lennon ln","walnut creek","Contra Costa",37.92995,-122.03294
2361,1329,"n main st","walnut creek","Contra Costa",37.89785,-122.0605
2362,2400,"olympic blvd ste 5","walnut creek","Contra Costa",37.88519,-122.07826
2363,1340,"treat blvd ste 160","walnut creek","Contra Costa",37.92563,-122.05809
2364,2960,"camino diablo ste 110","walnut creek","Contra Costa",37.89914,-122.08412
2365,1563,"botelho dr","walnut creek","Contra Costa",37.89474,-122.06073
2366,1355,"s california blvd","walnut creek","Contra Costa",37.89343,-122.06176
2367,1559,"botelho dr","walnut creek","Contra Costa",37.89479,-122.06058
2368,149,"bexley pl","walnut creek","Contra Costa",37.92821,-122.00643
2369,1400,"treat blvd","walnut creek","Contra Costa",37.92589,-122.05392
2370,1655,"n main st","walnut creek","Contra Costa",NA,NA
2371,1047,"freedom blvd","watsonville","Santa Cruz",36.92188,-121.76167
2372,1830,"main st","watsonville","Santa Cruz",36.91873,-121.77948
2373,1974,"main st","watsonville","Santa Cruz",36.91965,-121.78241
2374,1003,"freedom blvd","watsonville","Santa Cruz",36.92036,-121.76129
2375,300,"walker st","watsonville","Santa Cruz",36.90799,-121.76156
2376,2904,"freedom blvd","watsonville","Santa Cruz",36.96407,-121.80928
2377,25,"penny ln","watsonville","Santa Cruz",36.92934,-121.7786
2378,10,"brooklyn st","watsonville","Santa Cruz",36.92147,-121.78404
2379,912,"e lake ave","watsonville","Santa Cruz",36.92413,-121.74543
2380,106,"e lake ave","watsonville","Santa Cruz",36.91255,-121.75665
2381,946,"main st","watsonville","Santa Cruz",36.91621,-121.76611
2382,310,"ridgeway rd","woodside","San Mateo",37.44596,-122.25319
2383,6525,"washington st","yountville","Napa",38.40169,-122.36232
2384,6525,"washington st","yountville","Napa",38.40169,-122.36232
2385,117,"sevilla","el granada","San Mateo",37.50243,-122.46982
2386,2625,"durant avenue","berkeley","Alameda",37.86868,-122.25587
2387,262,"church st","san francisco","San Francisco",37.76634,-122.42906
2388,248,"church st","san francisco","San Francisco",37.76665,-122.42912
2389,800,"chestnut st.","san francisco","San Francisco",37.80374,-122.41719
2390,1828,"springs rd","vallejo","Solano",38.10635,-122.22153
2391,411,"hartz av","danville","Contra Costa",37.82134,-121.99956
2392,254,"rose","danville","Contra Costa",37.82356,-122.00008
2393,398,"hartz av","danville","Contra Costa",37.82192,-121.99978
2394,1400,"haight st","san francisco","San Francisco",37.77034,-122.44541
2395,150,"s. first st","san jose","Santa Clara",37.33363,-121.88796
2396,7991,"old redwood hwy","cotati","Sonoma",38.3284223,-122.7082333
2397,8204,"old redwood hwy","cotati","Sonoma",38.3260642,-122.7056636
2398,6590,"commerce blvd","cotati","Sonoma",38.34493,-122.7111
2399,13875,"sonoma hwy","glen ellen","Sonoma",38.36576,-122.51078
2400,252,"almonte blvd","mill valley","Marin",37.8827,-122.52507
2401,4120,"saint helena hwy","napa","Napa",38.3446043,-122.3267263
2402,651,"trabajo ln","napa","Napa",38.27839,-122.25925
2403,101,"keller rd","napa","Napa",38.31868,-122.2971
2404,750,"grant ave","novato","Marin",38.10714,-122.56603
2405,122,"kentucky st","petaluma","Sonoma",38.23445,-122.6412
2406,201,"e washington st","petaluma","Sonoma",NA,NA
2407,1390,"n mcdowell blvd","petaluma","Sonoma",38.27616,-122.6676
2408,220,"western ave","petaluma","Sonoma",NA,NA
2409,16,"kentucky st","petaluma","Sonoma",38.2334974,-122.6408601
2410,316,"western ave","petaluma","Sonoma",38.23322,-122.64363
2411,931,"petaluma blvd s","petaluma","Sonoma",38.2284157,-122.6260535
2412,17,"petaluma blvd n","petaluma","Sonoma",NA,NA
2413,1000,"clegg ct","petaluma","Sonoma",38.2692,-122.6615
2414,100,"petaluma blvd n","petaluma","Sonoma",38.23427,-122.63999
2415,1370,"redwood way","petaluma","Sonoma",38.27785,-122.66746
2416,1500,"cader ln","petaluma","Sonoma",38.23379,-122.59185
2417,2645,"petaluma blvd s","petaluma","Sonoma",38.2242,-122.61051
2418,6356,"commerce blvd","rohnert park","Sonoma",38.34735,-122.70853
2419,5979,"commerce blvd","rohnert park","Sonoma",38.35211,-122.71226
2420,1460,"e cotati ave","rohnert park","Sonoma",38.33496,-122.68616
2421,NA,"","san rafael","Marin",37.97461,-122.53288
2422,NA,"","san rafael","Marin",37.97461,-122.53288
2423,1600,"lincoln ave","san rafael","Marin",37.98424,-122.52434
2424,NA,"","san rafael","Marin",37.97461,-122.53288
2425,NA,"","san rafael","Marin",37.97461,-122.53288
2426,1236,"4th st","san rafael","Marin",37.9735,-122.53049
2427,701,"4th st","santa rosa","Sonoma",38.44148,-122.71237
2428,1801,"cleveland ave","santa rosa","Sonoma",38.45422,-122.7269
2429,108,"calistoga rd","santa rosa","Sonoma",38.4651929,-122.6532081
2430,1226,"4th st","santa rosa","Sonoma",38.44607,-122.70263
2431,1791,"marlow rd","santa rosa","Sonoma",38.45136,-122.75251
2432,2444,"lomitas ave","santa rosa","Sonoma",38.46518,-122.71604
2433,65,"brookwood ave","santa rosa","Sonoma",38.44384,-122.70772
2434,602,"elsa dr","santa rosa","Sonoma",38.40534,-122.71306
2435,NA,"","santa rosa","Sonoma",38.43808,-122.71247
2436,535,"4th st","santa rosa","Sonoma",38.4402983,-122.7147225
2437,3082,"marlow rd","santa rosa","Sonoma",38.46591,-122.75102
2438,NA,"","santa rosa","Sonoma",38.43808,-122.71247
2439,535,"4th st","santa rosa","Sonoma",38.4402983,-122.7147225
2440,170,"farmers ln","santa rosa","Sonoma",38.45169,-122.68716
2441,4323,"montgomery dr","santa rosa","Sonoma",38.45638,-122.67214
2442,359,"coddingtown ctr","santa rosa","Sonoma",38.4591761,-122.7315444
2443,575,"administration dr","santa rosa","Sonoma",38.46425,-122.72569
2444,3577,"industrial dr","santa rosa","Sonoma",38.4769849,-122.7352899
2445,2323,"sonoma ave","santa rosa","Sonoma",38.44471,-122.68752
2446,2109,"santa rosa plz","santa rosa","Sonoma",38.43991,-122.71747
2447,1024,"sebastopol rd","santa rosa","Sonoma",38.42892,-122.73142
2448,NA,"","santa rosa","Sonoma",38.43808,-122.71247
2449,1770,"piner rd","santa rosa","Sonoma",38.4688079,-122.7440111
2450,958,"santa rosa ave","santa rosa","Sonoma",38.4291052,-122.7116059
2451,2160,"northpoint pky","santa rosa","Sonoma",38.41496,-122.75258
2452,404,"santa rosa ave","santa rosa","Sonoma",38.43445,-122.71165
2453,478,"lakfield center","santa rosa","Sonoma",38.5012319,-122.750858
2454,614,"4th st","santa rosa","Sonoma",38.44063,-122.71311
2455,3082,"marlow rd","santa rosa","Sonoma",38.46591,-122.75102
2456,1024,"sebastopol rd","santa rosa","Sonoma",38.42892,-122.73142
2457,NA,"","santa rosa","Sonoma",38.43808,-122.71247
2458,NA,"box 14113","santa rosa","Sonoma",38.43808,-122.71247
2459,443,"dutton ave","santa rosa","Sonoma",NA,NA
2460,3535,"guerneville rd","santa rosa","Sonoma",38.45366,-122.8048
2461,12,"el portal","sausalito","Marin",37.85576,-122.47908
2462,1000,"bridgeway","sausalito","Marin",37.85864,-122.48314
2463,138,"n main st","sebastopol","Sonoma",38.40249,-122.82493
2464,128,"n main st","sebastopol","Sonoma",NA,NA
2465,138,"n main st","sebastopol","Sonoma",38.40249,-122.82493
2466,6961,"sebastopol ave","sebastopol","Sonoma",38.40204,-122.82371
2467,969,"gravenstein hwy s","sebastopol","Sonoma",38.39104,-122.81613
2468,115,"n main st","sebastopol","Sonoma",38.4023965,-122.8241962
2469,6970,"mckinley ave","sebastopol","Sonoma",38.40372,-122.82424
2470,18625,"sonoma hwy","sonoma","Sonoma",38.30798,-122.478
2471,239,"boyes blvd","sonoma","Sonoma",38.31395,-122.48605
2472,18140,"sonoma hwy","sonoma","Sonoma",NA,NA
2473,529,"st","sonoma","Sonoma",38.29188,-122.45728
2474,22900,"broadway","sonoma","Sonoma",38.24431,-122.44888
2475,2982,"rockville rd","suisun city","Solano",38.24915,-122.0758
2476,303,"merchant st","vacaville","Solano",38.3564145,-121.9878742
2477,26,"tennessee st","vallejo","Solano",38.1103,-122.26211
2478,300,"mini dr","vallejo","Solano",38.1439432,-122.2485789
2479,623,"tuolumne st","vallejo","Solano",38.1051,-122.23856
2480,101,"spear st","san francisco","San Francisco",37.79267,-122.39398
2481,3199,"fillmore st","san francisco","San Francisco",37.79879,-122.43612
2482,1,"market plz","san francisco","San Francisco",37.79337,-122.39423
2483,601,"vallejo st","san francisco","San Francisco",37.79852,-122.40739
2484,44,"montgomery st","san francisco","San Francisco",37.78981,-122.40177
2485,5280,"diamond heights blvd","san francisco","San Francisco",37.7438909,-122.4385919
2486,55,"francisco st","san francisco","San Francisco",37.80547,-122.40612
2487,950,"battery st","san francisco","San Francisco",37.80022,-122.40102
2488,60,"spear tower","san francisco","San Francisco",37.79254,-122.39459
2489,536,"davis st","san francisco","San Francisco",37.79738,-122.39828
2490,2,"embarcadero ctr","san francisco","San Francisco",37.79479,-122.39847
2491,2209,"polk st.","san francisco","San Francisco",37.79708,-122.42226
2492,566,"columbus ave. at union","san francisco","San Francisco",37.80031,-122.41017
2493,NA,"magnin at union square","san francisco","San Francisco",37.79709,-122.43546
2494,1031,"ocean ave","san francisco","San Francisco",37.72311,-122.45369
2495,123,"battery st","san francisco","San Francisco",37.79264,-122.40043
2496,800,"market st","san francisco","San Francisco",37.78546,-122.40661
2497,NA,"","san francisco","San Francisco",37.77713,-122.41964
2498,39,"","san francisco","San Francisco",37.77713,-122.41964
2499,3127,"fillmore st.","san francisco","San Francisco",37.79837,-122.43604
2500,127,"7th","san francisco","San Francisco",37.78605,-122.46604
2501,NA,"","san francisco","San Francisco",37.77713,-122.41964
2502,NA,"- 108 s park st","san francisco","San Francisco",37.78167,-122.39445
2503,555,"golden gate ave","san francisco","San Francisco",37.78087,-122.41959
2504,3407,"geary blvd","san francisco","San Francisco",37.7812217,-122.4555713
2505,721,"irving st","san francisco","San Francisco",37.76386,-122.46553
2506,100,"lafayette circle","lafayette","Contra Costa",37.89035,-122.12114
2507,NA,"","half moon bay","San Mateo",37.46348,-122.42925
2508,1509,"san anselmo ave.","san anselmo","Marin",37.98282,-122.57741
2510,300,"main st","los altos","Santa Clara",37.37848,-122.11698
2511,NA,"st","los altos","Santa Clara",37.38308,-122.11423
2512,1083,"el camino real","menlo park","San Mateo",37.45319,-122.18283
2513,720,"santa cruz","menlo park","San Mateo",37.45163,-122.18477
2514,NA,"cruz","menlo park","San Mateo",37.45055,-122.18547
2515,2614,"broadway","redwood city","San Mateo",37.4864098,-122.2335669
2516,153,"homer st","palo alto","Santa Clara",37.44205,-122.15973
2517,NA,"","palo alto","Santa Clara",37.44466,-122.16079
2518,NA,"#84","la honda","San Mateo",37.31262,-122.28986
2519,2124,"vine st","berkeley","Alameda",37.88016,-122.26832
2520,939,"stockton","san francisco","San Francisco",37.79465,-122.40827
2521,889,"sacramento","san francisco","San Francisco",37.7930824,-122.4074637
2523,93,"town & country village","palo alto","Santa Clara",37.44466,-122.16079
2524,186,"murphy st.","sunnyvale","Santa Clara",37.37652,-122.03023
2525,NA,"","san jose","Santa Clara",37.33866,-121.88542
2526,499,"9th","oakland","Alameda",37.8011566,-122.2744249
2527,817,"washington","oakland","Alameda",37.80116,-122.27497
2528,2020,"university","berkeley","Alameda",37.8716,-122.26996
2529,2000,"university","berkeley","Alameda",37.87161,-122.27048
2530,1900,"shattuck","berkeley","Alameda",37.87359,-122.26888
2531,1981,"shattuck","berkeley","Alameda",37.87248,-122.26814
2532,1652,"stockton st.","san francisco","San Francisco",37.80113,-122.409
2533,2109,"bancroft st","berkeley","Alameda",37.86784,-122.26733
2534,NA,"","berkeley","Alameda",37.86988,-122.27054
2535,30,"jack london sq (jlondon village)","oakland","Alameda",NA,NA
2536,235,"southgate avenue","daly city","San Mateo",37.6971351,-122.4847734
2537,2512,"clement","san francisco","San Francisco",37.78222,-122.48626
2538,952,"clement","san francisco","San Francisco",37.78289,-122.46953
2539,731,"clement","san francisco","San Francisco",37.78268,-122.46715
2540,127,"clement","san francisco","San Francisco",37.78298,-122.46065
2541,4110,"geary","san francisco","San Francisco",37.78127,-122.4635
2543,NA,"& hearst","berkeley","Alameda",37.87449,-122.26422
2544,312,"center st.","healdsburg","Sonoma",38.6111,-122.86929
2545,2621,"41st avenue","soquel","Santa Cruz",36.98493,-121.96532
2546,NA,"san pablo yacht harbor","richmond","Contra Costa",37.9433,-122.32888
2547,702,"lighthouse ave.","pacific grove","Monterey",36.62281,-121.92067
2548,1658,"market st.","san francisco","San Francisco",37.77351,-122.42169
2549,88,"north hill drive","brisbane","San Mateo",NA,NA
2550,NA,"pablo ave","pinole","Contra Costa",38.00458,-122.30444
2551,434,"castro st","san francisco","San Francisco",37.7619,-122.43529
2552,NA,"basin way","saratoga","Santa Clara",37.2556,-122.03765
2553,333,"bush st","san francisco","San Francisco",37.79059,-122.40306
2554,2814,"19th st","san francisco","San Francisco",37.76062,-122.41064
2555,645,"bancroft ave.","san leandro","Alameda",37.73317,-122.15105
2556,416,"barber lane (milpitas square)","milpitas","Santa Clara",37.42239,-121.91723
2558,600,"trancas st","napa","Napa",38.32514,-122.28504
2559,741,"5th st","oakland","Alameda",37.80069,-122.28201
2560,1686,"market st","san francisco","San Francisco",37.7735,-122.42195
2561,1453,"18th","san francisco","San Francisco",37.76076,-122.47618
2562,1803,"mission st # 527","santa cruz","Santa Cruz",36.96435,-122.04194
2563,986,"pocatello ave","sunnyvale","Santa Clara",37.33359,-122.05419
2564,3862,"smith st","union city","Alameda",37.59626,-122.07819
2565,344,"el camino real","san carlos","San Mateo",37.50969,-122.26377
2566,718,"14th st.","san francisco","San Francisco",37.76792,-122.42943
2567,718,"14th st.","san francisco","San Francisco",37.76792,-122.42943
2568,1458,"lincoln ave.","calistoga","Napa",38.57981,-122.57797
2569,1256,"folsom (between 8th and 9th)","san francisco","San Francisco",37.77499,-122.41005
2570,410,"cortland ave. (in bernal heights)","san francisco","San Francisco",37.73893,-122.41743
2571,NA,"camino south of page mill","palo alto","Santa Clara",37.42499,-122.14034
2572,14583,"big basin way","saratoga","Santa Clara",37.25636,-122.03586
2573,558,"sacramento","san francisco","San Francisco",37.794,-122.40232
2574,345,"spear @ harrison, in hill's brothers pla","san francisco","San Francisco",37.78885,-122.38943
2575,1600,"st. andrews","moraga","Contra Costa",37.83585,-122.13656
2576,1600,"st. andrews","moraga","Contra Costa",NA,NA
2578,NA,"basin way","saratoga","Santa Clara",37.2556,-122.03765
2579,600,"california","san francisco","San Francisco",37.79311,-122.40486
2580,NA,"trail","rutherford","Napa",38.46024,-122.42023
2582,NA,"state st","sonoma","Sonoma",38.29188,-122.45728
2583,500,"castro st","san francisco","San Francisco",37.76068,-122.43525
2584,1,"","davenport","Santa Cruz",NA,NA
2586,2501,"mariposa","san francisco","San Francisco",37.76278,-122.40855
2587,1269,"9th avenue","san francisco","San Francisco",37.76465,-122.46668
2588,106,"throckmorton ave.","mill valley","Marin",37.90626,-122.54854
2589,536,"emerald bay rd","south lake tahoe","El Dorado",38.92129,-120.02115
2590,1414,"lincoln ave.","calistoga","Napa",38.57886,-122.57854
2591,NA,"lake parkway","south lake tahoe","El Dorado",38.95588,-119.94003
2592,22768,"main st","columbia","Tuolumne",38.03524,-120.40097
2593,1000,"guerrero","san francisco","San Francisco",37.75497,-122.4235
2594,290,"pacific avenue (near battery st.)","san francisco","San Francisco",37.79393,-122.39973
2595,1568,"oak view ave","kensington","Contra Costa",37.89937,-122.28738
2596,NA,"","berkeley","Alameda",37.86988,-122.27054
2597,2223,"market st","san francisco","San Francisco",37.76527,-122.43147
2598,635,"1st st","benicia","Solano",38.0493488,-122.1590731
2599,1517,"shattuck ave","berkeley","Alameda",37.87959,-122.26886
2600,4096,"bay st # a","fremont","Alameda",37.53273,-121.96135
2602,316,"n santa cruz ave","los gatos","Santa Clara",37.22759,-121.98128
2603,3607,"alameda de las pulgas","menlo park","San Mateo",37.43192,-122.20112
2604,700,"welch rd","palo alto","Santa Clara",37.43754,-122.17303
2605,405,"main st.","pleasanton","Alameda",NA,NA
2606,1500,"sutter","san francisco","San Francisco",37.78724,-122.42543
2607,901,"columbus avenue","san francisco","San Francisco",37.80294,-122.41426
2608,1,"market st","san francisco","San Francisco",37.79337,-122.39423
2609,2500,"washington","san francisco","San Francisco",37.7918,-122.4346
2610,1,"tillman place","san francisco","San Francisco",37.7891951,-122.4053163
2611,NA,"","san francisco","San Francisco",37.77713,-122.41964
2612,NA,"& 21st","san francisco","San Francisco",37.75726,-122.41535
2613,1500,"mission (duboce)","san francisco","San Francisco",NA,NA
2614,100,"hillsdale mall","san mateo","San Mateo",37.5379584,-122.3003109
2615,14560,"big basin way","saratoga","Santa Clara",37.25618,-122.03502
2616,NA,"","sausalito","Marin",37.85925,-122.48859
2617,920,"el camino real","san carlos","San Mateo",37.50268,-122.25533
2618,1541,"taraval st","san francisco","San Francisco",37.74248,-122.48281
2619,545,"post st","san francisco","San Francisco",37.78771,-122.41071
2621,816,"folsom & fourth","san francisco","San Francisco",37.78204,-122.40116
2622,NA,"st","san francisco","San Francisco",37.72606,-122.47831
2623,13808,"skyline boulevard","woodside","San Mateo",37.43815,-122.3229
2624,401,"main st.","pleasanton","Alameda",37.65968,-121.87659
2625,150,"s. first st","san jose","Santa Clara",37.33363,-121.88796
2626,4288,"24th st","san francisco","San Francisco",37.75126,-122.43825
2628,29,"madison","yountville","Napa",38.40696,-122.367
2629,5101,"great america parkway / westin hotel","santa clara","Santa Clara",37.40506,-121.97679
2630,1240,"coleman avenue","santa clara","Santa Clara",37.35717,-121.93315
2631,234,"magnolia avenue","larkspur","Marin",37.93251,-122.53547
2632,340,"stockton st","san francisco","San Francisco",37.78916,-122.40657
2633,3,"portola rd","portola valley","San Mateo",37.37167,-122.20872
2634,1717,"adobe canyon rd","kenwood","Sonoma",38.44211,-122.53971
2635,NA,"marina marriot","berkeley","Alameda",37.85012,-122.30014
2636,NA,"","jenner","Sonoma",38.44975,-123.11524
2637,1880,"lincoln avenue (at village inn & spa)","calistoga","Napa",38.58725,-122.57635
2638,223,"e. 4th st","san mateo","San Mateo",37.5647305,-122.3218677
2639,1940,"traraval","san francisco","San Francisco",37.74279,-122.48713
2640,832,"blossom hill rd","san jose","Santa Clara",37.24867,-121.856
2641,2999,"monterey-salinas highway (cal. 68)","monterey","Monterey",36.58118,-121.8282
2646,1900,"contra costa blvd.","pleasant hill","Contra Costa",37.94854,-122.0597
2647,1940,"taraval","san francisco","San Francisco",37.74279,-122.48713
2648,810,"panoramic highway","mill valley","Marin",37.91011,-122.57686
2650,411,"hartz ave","danville","Contra Costa",37.82134,-121.99956
2651,507,"magnolia ave.","larkspur","Marin",37.93629,-122.53533
2652,1963,"sutter st","san francisco","San Francisco",37.78595,-122.43261
2653,7377,"st. helena hwy","yountville","Napa",38.4112735,-122.3814943
2654,374,"eleventh st.","san francisco","San Francisco",37.77077,-122.41307
2655,NA,"fair mall","san jose","Santa Clara",37.32468,-121.84888
2656,117,"north st","healdsburg","Sonoma",38.6121754,-122.8703868
2657,2410,"san ramon valley blvd.","san ramon","Contra Costa",37.77487,-121.97662
2658,2101,"sutter","san francisco","San Francisco",37.78558,-122.43486
2659,2529,"ocean ave.","san francisco","San Francisco",37.73123,-122.47278
2660,1,"","davenport","Santa Cruz",37.01135,-122.19539
2664,414,"calle principal","monterey","Monterey",36.59969,-121.89542
2665,116,"maiden lane","san francisco","San Francisco",37.78827,-122.4055
2666,235,"16th st","san francisco","San Francisco",37.7668151,-122.3883848
2667,847,"montgomery","san francisco","San Francisco",37.79694,-122.40373
2668,1234,"polk st","san francisco","San Francisco",37.78844,-122.42011
2669,1415,"van ness","san francisco","San Francisco",37.75047,-122.41579
2670,1782,"4th st","berkeley","Alameda",37.87035,-122.301
2672,680,"bolinger canyon way","san ramon","Contra Costa",37.7707566,-121.9483405
2673,201,"east  third avenue","san mateo","San Mateo",37.5651689,-122.3231105
2674,347,"primrose rd","burlingame","San Mateo",37.57824,-122.34904
2676,642,"irving st","san francisco","San Francisco",37.76427,-122.46497
2677,642,"irving","san francisco","San Francisco",37.76427,-122.46497
2678,2156,"university ave","berkeley","Alameda",37.872,-122.26701
2679,850,"broadway","oakland","Alameda",37.8004413,-122.2734112
2680,1769,"lombard","san francisco","San Francisco",NA,NA
2681,4217,"geary blvd @ 6th avenue","san francisco","San Francisco",37.78097,-122.46428
2682,2425,"south bascom avenue","campbell","Santa Clara",37.27888,-121.93235
2683,4217,"geary blvd","san francisco","San Francisco",NA,NA
2684,631,"larkin st","san francisco","San Francisco",37.78383,-122.41794
2685,1600,"shattuck avenue, #218","berkeley","Alameda",37.87809,-122.26951
2686,3471,"mission st @ cortland","san francisco","San Francisco",37.74101,-122.42284
2687,1920,"san pablo ave","berkeley","Alameda",37.86994,-122.29279
2688,1306,"bayshore hwy","burlingame","San Mateo",37.5932683,-122.363733
2689,5515,"doyle st","emeryville","Alameda",37.83801,-122.28709
2690,455,"hamilton ave","palo alto","Santa Clara",NA,NA
2691,14395,"saratoga ave # 110","saratoga","Santa Clara",37.25968,-122.0316
2692,NA,"camino real","palo alto","Santa Clara",37.44208,-122.16541
2693,55,"natoma st","san francisco","San Francisco",37.78795,-122.39724
2694,234,"primrose","burlingame","San Mateo",37.5770598,-122.3469776
2695,312,"harbor light rd","alameda","Alameda",37.7609,-122.26614
2696,1819,"nason st","alameda","Alameda",37.77778,-122.27159
2697,3208,"danville blvd","alamo","Contra Costa",37.84912,-122.03135
2698,1410,"solano ave # b","albany","Alameda",37.89064,-122.28908
2699,150,"valparaiso ave","atherton","San Mateo",37.44942,-122.19596
2700,2023,"lyon ave","belmont","San Mateo",37.5229,-122.29879
2701,1248,"north rd","belmont","San Mateo",37.5238,-122.28747
2702,1728,"curtis st apt c","berkeley","Alameda",37.87282,-122.29016
2703,1012,"grayson st # b","berkeley","Alameda",37.85569,-122.28943
2704,1123,"8th st","berkeley","Alameda",37.8822502,-122.2997724
2705,2533,"7th st","berkeley","Alameda",37.85887,-122.29304
2706,1676,"gilbreth rd","burlingame","San Mateo",37.59862,-122.37276
2707,146,"loma vista dr","burlingame","San Mateo",37.57051,-122.39503
2708,1311,"schramsberg rd","calistoga","Napa",38.5561771,-122.5339195
2709,1334,"dell ave # b","campbell","Santa Clara",37.26694,-121.95329
2710,20585,"center st","castro valley","Alameda",37.69514,-122.06239
2711,19690,"forest ave","castro valley","Alameda",37.70176,-122.06861
2712,2880,"minert rd","concord","Contra Costa",37.94919,-122.02115
2713,1800,"ascot ct","concord","Contra Costa",37.97269,-122.03659
2714,1754,"landana dr","concord","Contra Costa",37.97959,-121.99487
2715,4061,"port chicago hwy ste j","concord","Contra Costa",38.01406,-122.0252
2716,569,"san ramon valley blvd","danville","Contra Costa",NA,NA
2717,1943,"university ave","east palo alto","San Mateo",37.4580194,-122.1413792
2719,NA,"","el granada","San Mateo",37.50243,-122.46982
2721,6250,"highway 9","felton","Santa Cruz",37.05214,-122.07273
2722,1459,"beach park blvd","foster city","San Mateo",37.5634286,-122.2498301
2723,3281,"seldon ct","fremont","Alameda",37.51899,-121.94686
2724,40253,"davis ct","fremont","Alameda",37.53525,-121.97306
2725,37567,"mission blvd","fremont","Alameda",37.57863,-121.9767
2726,8421,"david ct","gilroy","Santa Clara",37.01903,-121.5808
2727,425,"1st ave","half moon bay","San Mateo",37.49426,-122.45921
2728,29877,"clearbrook cir apt 156","hayward","Alameda",37.63105,-122.03765
2729,422,"wait st","hayward","Alameda",37.66074,-122.10216
2730,1202,"w winton ave","hayward","Alameda",37.65269,-122.1144
2731,1798,"catalpa ct","hayward","Alameda",NA,NA
2732,124,"poppy ct","hercules","Contra Costa",38.00937,-122.25542
2733,373,"malibu dr","hercules","Contra Costa",37.99401,-122.23985
2734,1371,"sunset dr","hollister","San Benito",36.83465,-121.37752
2735,528,"huntington way","livermore","Alameda",37.69338,-121.794
2736,124,"maple st","livermore","Alameda",37.68352,-121.76601
2737,10573,"creston dr","los altos","Santa Clara",37.33117,-122.06321
2738,325,"main st","los altos","Santa Clara",37.37794,-122.1169
2739,15455,"lone hill rd","los gatos","Santa Clara",37.22131,-121.97927
2740,196,"jo drive","los gatos","Santa Clara",37.24473,-121.95083
2741,17375,"melody ln","los gatos","Santa Clara",37.14281,-121.97474
2742,473,"n santa cruz ave","los gatos","Santa Clara",37.23148,-121.98009
2743,3120,"castro st","martinez","Contra Costa",38.00202,-122.13083
2744,1261,"el camino real","menlo park","San Mateo",37.45441,-122.18559
2745,425,"el camino real","menlo park","San Mateo",37.44981,-122.17676
2746,278,"rodrigues ave","milpitas","Santa Clara",37.4317,-121.88176
2747,72,"whittier st","milpitas","Santa Clara",37.42835,-121.91233
2748,923,"campbell st","milpitas","Santa Clara",37.44707,-121.89802
2749,1425,"calle oriente # 3","milpitas","Santa Clara",NA,NA
2750,1263,"edsel dr","milpitas","Santa Clara",37.43084,-121.88216
2755,575,"3rd st","napa","Napa",38.29869,-122.27809
2756,2125,"franklin st","oakland","Alameda",37.810293,-122.2668152
2757,3340,"82nd ave","oakland","Alameda",37.76522,-122.1592
2758,405,"bellevue ave apt 305","oakland","Alameda",37.81027,-122.25285
2759,8930,"seneca st","oakland","Alameda",37.75744,-122.15786
2760,636,"3rd st","oakland","Alameda",37.79864,-122.28018
2761,121,"maiden ln","oakland","Alameda",37.80858,-122.19689
2762,5905,"dover st","oakland","Alameda",37.84468,-122.26839
2763,700,"glendome cir","oakland","Alameda",37.8128,-122.21932
2764,3250,"butters dr","oakland","Alameda",37.80711,-122.18723
2765,617,"kenwyn rd","oakland","Alameda",37.80659,-122.24436
